Gad_area,Dia_inc,Dia_mm,Insulation_code,Insulation_thk,Insulation_mat,Insulation_jac,Pipe_len,Total_area
0,68,1727.2,HI,80,MWB,SS_0.8,13.64,80.86
0,68,1727.2,HI,80,MWB,SS_0.8,11.92,70.68
0,24,610.0,HI,80,MWPS,SS_0.8,0.45,1.1
0,2,60.0,HI,40,MWPS,SS_0.6,0.44,0.19
0,68,1727.2,HI,80,MWB,SS_0.8,13.64,80.86
0,68,1727.2,HI,80,MWB,SS_0.8,15.41,91.35
0,24,610.0,HI,80,MWPS,SS_0.8,0.45,1.1
0,2,60.0,HI,40,MWPS,SS_0.6,0.44,0.19
0,76,1930.4,HI,50,MWB,SS_0.8,9.84,62.74
0,1,34.0,HI,30,MWPS,SS_0.6,4.02,1.19
0,1,34.0,HI,30,MWPS,SS_0.6,0.86,0.25
0,2,60.0,HI,30,MWPS,SS_0.6,0.21,0.08
0,1,34.0,HI,30,MWPS,SS_0.6,3.89,1.15
0,1,34.0,HI,30,MWPS,SS_0.6,0.98,0.29
0,2,60.0,HI,30,MWPS,SS_0.6,0.21,0.08
0,1,34.0,HI,30,MWPS,SS_0.6,3.56,1.05
0,2,60.0,HI,30,MWPS,SS_0.6,0.21,0.08
0,1,34.0,HI,30,MWPS,SS_0.6,0.98,0.29
0,1,34.0,HI,30,MWPS,SS_0.6,3.43,1.01
0,2,60.0,HI,30,MWPS,SS_0.6,0.21,0.08
0,1,34.0,HI,30,MWPS,SS_0.6,0.56,0.17
0,76,1930.4,HI,50,MWB,SS_0.8,9.62,61.38
0,76,1930.4,HI,50,MWB,SS_0.8,8.0,51.03
0,76,1930.4,HI,50,MWB,SS_0.8,13.84,88.29
0,40,1016.0,F,70,PIR,SS_0.8,3.72,13.51
0,36,914.0,F,70,PIR,SS_0.8,3.77,12.47
0,40,1016.0,F,70,PIR,SS_0.8,4.5,16.35
0,40,1016.0,F,70,PIR,SS_0.8,25.34,92.04
0,12,324.0,F,80,PIR,SS_0.8,6.7,10.19
0,12,324.0,F,80,PIR,SS_0.8,10.46,15.9
0,12,324.0,F,80,PIR,SS_0.8,10.56,16.06
0,12,324.0,F,80,PIR,SS_0.8,19.97,30.36
0,12,324.0,F,80,PIR,SS_0.8,7.75,11.78
0,16,406.0,F,80,PIR,SS_0.8,3.72,6.61
0,1,34.0,F,50,PIR,SS_0.6,0.3,0.12
0,16,406.0,F,80,PIR,SS_0.8,10.5,18.67
0,12,324.0,F,80,PIR,SS_0.8,1.5,2.28
0,16,406.0,F,80,PIR,SS_0.8,11.72,20.84
0,16,406.0,F,80,PIR,SS_0.8,13.5,24.01
0,16,406.0,F,80,PIR,SS_0.8,15.59,27.73
0,16,406.0,F,80,PIR,SS_0.8,2.72,4.83
0,60,1524.0,F,130,PIR,SS_0.8,6.81,38.17
0,6,168.0,F,90,PIR,SS_0.8,0.29,0.26
0,1,34.0,F,60,PIR,SS_0.6,0.3,0.14
0,1,34.0,F,60,PIR,SS_0.6,0.3,0.14
0,1,34.0,F,60,PIR,SS_0.6,0.3,0.14
0,1,34.0,F,60,PIR,SS_0.6,0.3,0.14
0,60,1524.0,F,130,PIR,SS_0.8,6.1,34.18
0,60,1524.0,F,130,PIR,SS_0.8,11.0,61.65
0,30,762.0,F,130,PIR,SS_0.8,1.3,4.17
0,60,1524.0,F,130,PIR,SS_0.8,11.0,61.65
0,60,1524.0,F,130,PIR,SS_0.8,28.38,159.07
0,40,1016.0,F,100,PIR,SS_0.8,3.21,12.24
0,36,914.0,F,100,PIR,SS_0.8,0.74,2.58
0,36,914.0,F,100,PIR,SS_0.8,4.99,17.46
0,36,914.0,F,100,PIR,SS_0.8,6.2,21.7
0,2,60.0,F,60,PIR,SS_0.6,0.21,0.12
0,1,34.0,F,50,PIR,SS_0.6,0.16,0.07
0,36,914.0,F,100,PIR,SS_0.8,8.0,28.0
0,36,914.0,F,100,PIR,SS_0.8,6.74,23.6
0,36,914.0,F,100,PIR,SS_0.8,11.09,38.81
0,36,914.0,F,100,PIR,SS_0.8,4.74,16.6
0,36,914.0,F,100,PIR,SS_0.8,5.64,19.75
0,36,914.0,F,100,PIR,SS_0.8,4.74,16.6
0,36,914.0,F,100,PIR,SS_0.8,5.64,19.75
0,10,273.0,F,80,PIR,SS_0.8,6.63,9.02
0,10,273.0,F,80,PIR,SS_0.8,22.25,30.27
0,30,762.0,F,100,PIR,SS_0.8,0.75,2.21
0,24,610.0,F,90,PIR,SS_0.8,25.05,62.16
0,18,456.0,F,110,PIR,SS_0.8,3.9,8.28
0,1,34.0,F,60,PIR,SS_0.6,1.47,0.71
0,18,456.0,F,110,PIR,SS_0.8,3.62,7.69
0,2,60.0,F,70,PIR,SS_0.6,1.72,1.08
0,24,610.0,E,50,MWPS,SS_0.8,21.38,47.7
0,24,610.0,E,50,MWPS,SS_0.8,21.38,47.7
0,24,610.0,E,50,MWPS,SS_0.8,21.51,47.97
0,16,406.0,E,30,MWPS,SS_0.8,0.36,0.52
0,10,273.0,E,30,MWPS,SS_0.8,1.55,1.62
0,6,168.0,HI,30,MWPS,SS_0.8,10.5,7.52
0,6,168.0,HI,30,MWPS,SS_0.8,10.5,7.52
0,6,168.0,HI,30,MWPS,SS_0.8,10.95,7.85
0,8,219.0,HI,40,MWPS,SS_0.8,1.77,1.66
0,4,114.0,HI,30,MWPS,SS_0.6,0.43,0.24
0,1,34.0,HI,30,MWPS,SS_0.6,2.27,0.67
0,8,219.0,HI,40,MWPS,SS_0.8,3.49,3.28
0,2,60.0,HI,30,MWPS,SS_0.6,0.76,0.33
0,1,34.0,HI,30,MWPS,SS_0.6,0.93,0.33
0,8,219.0,HI,40,MWPS,SS_0.8,1.77,1.66
0,1,34.0,HI,30,MWPS,SS_0.6,0.17,0.05
0,1,34.0,HI,30,MWPS,SS_0.6,0.55,0.16
0,8,219.0,HI,40,MWPS,SS_0.8,2.71,2.54
0,8,219.0,P,50,MMG_GCS,-,12.06,12.09
0,8,219.0,P,50,MMG_GCS,-,2.9,2.9
0,8,219.0,P,50,MMG_GCS,-,3.98,3.99
0,8,219.0,HI,40,MWPS,SS_0.8,14.19,13.32
0,8,219.0,HI,40,MWPS,SS_0.8,12.44,11.69
0,8,219.0,HI,40,MWPS,SS_0.8,2.42,2.28
0,1,34.0,HI,30,MWPS,SS_0.6,0.68,0.2
0,8,219.0,HI,40,MWPS,SS_0.8,1.06,1.0
0,8,219.0,HI,40,MWPS,SS_0.8,2.07,1.95
0,1,34.0,HI,30,MWPS,SS_0.6,1.62,0.48
0,8,219.0,HI,40,MWPS,SS_0.8,8.46,7.95
0,10,273.0,HI,40,MWPS,SS_0.8,10.86,12.04
0,10,273.0,HI,40,MWPS,SS_0.8,10.0,11.09
0,1,48.0,HI,30,MWPS,SS_0.6,0.59,0.2
0,10,273.0,HI,40,MWPS,SS_0.8,5.1,5.65
0,1,48.0,HI,30,MWPS,SS_0.6,0.68,0.23
0,3,89.0,HI,30,MWPS,SS_0.6,0.29,0.14
0,1,34.0,HI,30,MWPS,SS_0.6,1.91,0.56
0,10,273.0,HI,40,MWPS,SS_0.8,2.18,2.41
0,10,273.0,HI,40,MWPS,SS_0.8,6.0,6.66
0,1,34.0,HI,30,MWPS,SS_0.6,0.22,0.08
0,1,34.0,HI,30,MWPS,SS_0.6,3.65,1.08
0,1,34.0,HI,30,MWPS,SS_0.6,3.15,0.93
0,1,34.0,HI,30,MWPS,SS_0.6,4.46,1.32
0,10,273.0,HI,40,MWPS,SS_0.8,4.37,4.85
0,10,273.0,HI,40,MWPS,SS_0.8,8.49,9.42
0,2,60.0,HI,30,MWPS,SS_0.6,0.02,0.01
0,1,34.0,HI,30,MWPS,SS_0.6,0.31,0.09
0,0,21.0,HI,40,MWPS,SS_0.6,0.72,0.23
0,0,27.0,HI,40,MWPS,SS_0.6,0.24,0.08
0,0,21.0,HI,40,MWPS,SS_0.6,0.59,0.19
0,0,27.0,HI,40,MWPS,SS_0.6,0.24,0.08
0,0,21.0,HI,40,MWPS,SS_0.6,0.57,0.18
0,1,34.0,P,30,MWPS,SS_0.6,2.84,0.84
0,1,34.0,P,30,MWPS,SS_0.6,3.94,1.16
0,4,114.0,HI,60,MWPS,SS_0.8,0.51,0.37
0,0,27.0,HI,30,MWPS,SS_0.6,0.83,0.23
0,0,27.0,HI,30,MWPS,SS_0.6,1.54,0.42
0,3,89.0,P,50,MMG_GCS,-,2.26,1.34
0,3,89.0,P,50,MMG_GCS,-,8.96,5.32
0,30,762.0,HI,60,MWB,SS_0.8,8.42,23.32
0,2,60.0,HI,30,MWPS,SS_0.6,0.85,0.32
0,30,762.0,HI,60,MWB,SS_0.8,7.28,20.17
0,6,168.0,HI,30,MWPS,SS_0.8,0.0,0.0
0,2,60.0,HI,30,MWPS,SS_0.6,0.0,0.0
0,6,168.0,HI,30,MWPS,SS_0.8,15.84,11.34
0,6,168.0,HI,30,MWPS,SS_0.8,17.38,12.45
0,6,168.0,HI,30,MWPS,SS_0.8,11.6,8.31
0,6,168.0,HI,30,MWPS,SS_0.8,1.93,1.38
0,1,34.0,HI,30,MWPS,SS_0.6,1.62,0.48
0,6,168.0,HI,30,MWPS,SS_0.8,1.62,1.16
0,3,89.0,HI,30,MWPS,SS_0.6,0.23,0.11
0,2,60.0,HI,30,MWPS,SS_0.6,0.0,0.0
0,2,60.0,S,30,MWPS,SS_0.6,2.88,1.09
0,1,34.0,S,30,MWPS,SS_0.6,0.0,0.0
0,2,60.0,S,30,MWPS,SS_0.6,1.16,0.44
0,24,610.0,HI,60,MWPS,SS_0.8,12.11,27.78
0,24,610.0,HI,60,MWPS,SS_0.8,31.16,71.45
0,30,762.0,HI,120,MWB,SS_0.8,3.45,10.86
0,24,610.0,HI,120,MWPS,SS_0.8,7.0,18.7
0,18,456.0,HI,90,MWPS,SS_0.8,0.43,0.94
0,24,610.0,HI,120,MWPS,SS_0.8,10.98,29.32
0,24,610.0,HI,120,MWPS,SS_0.8,26.95,71.97
0,24,610.0,HI,120,MWPS,SS_0.8,12.74,34.02
0,24,610.0,HI,120,MWPS,SS_0.8,4.57,12.2
0,14,356.0,HI,80,MWPS,SS_0.8,2.93,4.75
0,2,60.0,HI,40,MWPS,SS_0.6,0.39,0.17
0,4,114.0,HI,50,MWPS,SS_0.6,0.4,0.27
0,0,27.0,HI,30,MWPS,SS_0.6,1.13,0.31
0,0,27.0,HI,30,MWPS,SS_0.6,1.19,0.32
0,24,610.0,HI,120,MWPS,SS_0.8,0.64,1.7
0,14,356.0,HI,80,MWPS,SS_0.8,2.92,4.73
0,3,89.0,P,50,MMG_GCS,-,1.29,0.77
0,2,60.0,P,50,MMG_GCS,-,0.0,0.0
0,3,89.0,P,50,MMG_GCS,-,1.69,1.01
0,2,60.0,P,50,MMG_GCS,-,0.0,0.0
0,3,89.0,P,50,MMG_GCS,-,7.06,4.19
0,3,89.0,P,50,MMG_GCS,-,2.19,1.3
0,3,89.0,P,50,MMG_GCS,-,6.66,3.96
0,3,89.0,P,50,MMG_GCS,-,1.22,0.72
0,2,60.0,P,50,MMG_GCS,-,0.0,0.0
0,3,89.0,P,50,MMG_GCS,-,8.65,5.14
0,3,89.0,P,50,MMG_GCS,-,12.03,7.14
0,3,89.0,P,50,MMG_GCS,-,1.19,0.71
0,2,60.0,P,50,MMG_GCS,-,0.0,0.0
0,6,168.0,P,50,MMG_GCS,-,2.71,2.28
0,10,273.0,P,50,MMG_GCS,-,8.64,10.12
0,6,168.0,P,50,MMG_GCS,-,0.19,0.16
0,16,406.0,HI,40,MWPS,SS_0.8,12.97,19.81
0,24,610.0,HI,60,MWPS,SS_0.8,0.51,1.17
0,16,406.0,HI,40,MWPS,SS_0.8,31.8,48.56
0,16,406.0,HI,40,MWPS,SS_0.8,21.0,32.06
0,16,406.0,HI,40,MWPS,SS_0.8,23.56,35.97
0,8,219.0,HI,40,MWPS,SS_0.8,4.15,3.9
0,1,34.0,HI,30,MWPS,SS_0.6,0.0,0.0
0,6,168.0,HI,30,MWPS,SS_0.8,19.64,14.07
0,10,273.0,HI,40,MWPS,SS_0.8,15.26,16.92
0,8,219.0,HI,40,MWPS,SS_0.8,3.64,3.42
0,10,273.0,HI,40,MWPS,SS_0.8,0.81,0.9
0,8,219.0,HI,40,MWPS,SS_0.8,6.41,6.02
0,24,610.0,HI,60,MWPS,SS_0.8,27.56,63.19
0,24,610.0,HI,60,MWPS,SS_0.8,21.78,49.95
0,24,610.0,HI,60,MWPS,SS_0.8,4.7,10.79
0,1,34.0,HI,30,MWPS,SS_0.6,0.0,0.0
0,24,610.0,HI,60,MWPS,SS_0.8,21.59,49.52
0,1,34.0,HI,30,MWPS,SS_0.6,0.0,0.0
0,4,114.0,HI,30,MWPS,SS_0.6,0.1,0.06
0,3,89.0,HI,30,MWPS,SS_0.6,14.26,6.67
0,3,89.0,HI,30,MWPS,SS_0.6,13.43,6.29
0,3,89.0,HI,30,MWPS,SS_0.6,5.5,2.57
0,0,21.0,HI,30,MWPS,SS_0.6,0.19,0.05
0,0,21.0,HI,30,MWPS,SS_0.6,0.17,0.04
0,3,89.0,HI,30,MWPS,SS_0.6,7.73,3.62
0,3,89.0,HI,30,MWPS,SS_0.6,21.0,9.83
0,3,89.0,HI,30,MWPS,SS_0.6,21.0,9.83
0,3,89.0,HI,30,MWPS,SS_0.6,21.0,9.83
0,3,89.0,HI,30,MWPS,SS_0.6,21.0,9.83
0,3,89.0,HI,30,MWPS,SS_0.6,21.0,9.83
0,3,89.0,HI,30,MWPS,SS_0.6,10.5,4.92
0,3,89.0,HI,30,MWPS,SS_0.6,1.77,0.83
0,1,34.0,HI,30,MWPS,SS_0.6,0.0,0.0
0,6,168.0,HI,30,MWPS,SS_0.8,0.66,0.47
0,3,89.0,HI,30,MWPS,SS_0.6,3.74,1.75
0,1,34.0,HI,30,MWPS,SS_0.6,0.46,0.13
0,3,89.0,HI,30,MWPS,SS_0.6,7.12,3.33
0,1,34.0,HI,30,MWPS,SS_0.6,0.0,0.0
0,3,89.0,HI,30,MWPS,SS_0.6,8.22,3.85
0,3,89.0,HI,30,MWPS,SS_0.6,18.36,8.59
0,3,89.0,HI,30,MWPS,SS_0.6,21.0,9.83
0,3,89.0,HI,30,MWPS,SS_0.6,21.0,9.83
0,3,89.0,HI,30,MWPS,SS_0.6,21.0,9.83
0,3,89.0,HI,30,MWPS,SS_0.6,31.5,14.75
0,0,27.0,HI,30,MWPS,SS_0.6,1.43,0.39
0,0,27.0,HI,30,MWPS,SS_0.6,1.2,0.33
0,0,27.0,HI,30,MWPS,SS_0.6,2.31,0.63
0,0,27.0,HI,30,MWPS,SS_0.6,1.15,0.32
0,0,27.0,HI,30,MWPS,SS_0.6,2.56,0.7
0,0,27.0,HI,30,MWPS,SS_0.6,1.15,0.32
0,0,27.0,HI,30,MWPS,SS_0.6,2.76,0.75
0,0,27.0,HI,30,MWPS,SS_0.6,1.3,0.36
0,0,27.0,HI,30,MWPS,SS_0.6,2.37,0.65
0,0,27.0,HI,30,MWPS,SS_0.6,1.3,0.36
0,0,27.0,HI,30,MWPS,SS_0.6,1.15,0.31
0,0,27.0,HI,30,MWPS,SS_0.6,2.97,0.81
0,6,168.0,HI,60,MWPS,SS_0.8,10.12,9.16
0,6,168.0,HI,60,MWPS,SS_0.8,6.43,5.82
0,6,168.0,HI,60,MWPS,SS_0.8,10.0,9.05
0,6,168.0,HI,60,MWPS,SS_0.8,10.0,9.05
0,6,168.0,HI,60,MWPS,SS_0.8,10.0,9.05
0,6,168.0,HI,60,MWPS,SS_0.8,10.0,9.05
0,2,60.0,HI,40,MWPS,SS_0.6,5.04,2.85
0,2,60.0,HI,40,MWPS,SS_0.6,3.04,1.72
0,6,168.0,HI,60,MWPS,SS_0.8,10.5,9.5
0,4,114.0,HI,50,MWPS,SS_0.6,0.34,0.23
0,0,27.0,HI,30,MWPS,SS_0.6,0.44,0.12
0,2,60.0,HI,40,MWPS,SS_0.6,4.14,1.82
0,4,114.0,HI,50,MWPS,SS_0.6,8.66,5.82
0,4,114.0,HI,50,MWPS,SS_0.6,2.35,1.58
0,12,324.0,P,50,MMG_GCS,-,12.55,16.71
0,4,114.0,HI,50,MWPS,SS_0.6,11.03,7.42
0,4,114.0,HI,50,MWPS,SS_0.6,1.08,0.73
0,4,114.0,HI,50,MWPS,SS_0.6,14.94,10.04
0,4,114.0,HI,50,MWPS,SS_0.6,12.22,8.22
0,4,114.0,HI,50,MWPS,SS_0.6,1.08,0.73
0,1,34.0,HI,30,MWPS,SS_0.6,0.0,0.0
0,2,60.0,HI,50,MWPS,SS_0.6,4.13,2.07
0,1,34.0,HI,30,MWPS,SS_0.6,0.0,0.0
0,2,60.0,HI,70,MWPS,SS_0.6,12.03,7.56
0,0,27.0,HI,60,MWPS,SS_0.6,2.8,1.29
0,0,27.0,HI,60,MWPS,SS_0.6,3.42,1.58
0,2,60.0,HI,40,MWPS,SS_0.6,15.23,6.7
0,0,27.0,HI,30,MWPS,SS_0.6,1.88,0.51
0,0,27.0,HI,30,MWPS,SS_0.6,12.23,3.34
0,2,60.0,HI,40,MWPS,SS_0.6,15.68,6.9
0,0,27.0,HI,30,MWPS,SS_0.6,1.03,0.28
0,2,60.0,HI,40,MWPS,SS_0.6,1.95,0.86
0,0,27.0,HI,30,MWPS,SS_0.6,2.01,0.55
0,12,324.0,HI,80,MWPS,SS_0.8,8.44,12.84
0,2,60.0,HI,40,MWPS,SS_0.6,0.0,0.0
0,1,34.0,HI,30,MWPS,SS_0.6,0.0,0.0
0,12,324.0,HI,80,MWPS,SS_0.8,10.5,15.97
0,12,324.0,HI,80,MWPS,SS_0.8,15.07,22.91
0,1,34.0,HI,30,MWPS,SS_0.6,0.0,0.0
0,12,324.0,HI,90,MWPS,SS_0.8,7.8,12.35
0,4,114.0,HI,60,MWPS,SS_0.8,0.41,0.3
0,0,27.0,HI,30,MWPS,SS_0.6,0.44,0.12
0,0,27.0,HI,30,MWPS,SS_0.6,1.82,0.5
0,0,27.0,HI,30,MWPS,SS_0.6,1.57,0.43
0,12,324.0,HI,90,MWPS,SS_0.8,5.34,8.46
0,0,27.0,HI,30,MWPS,SS_0.6,13.32,3.64
0,0,27.0,HI,30,MWPS,SS_0.6,3.86,1.06
0,0,27.0,HI,30,MWPS,SS_0.6,8.22,2.25
0,0,27.0,HI,30,MWPS,SS_0.6,3.75,1.03
0,0,27.0,HI,30,MWPS,SS_0.6,1.5,0.41
0,0,27.0,HI,30,MWPS,SS_0.6,2.25,0.61
0,0,27.0,HI,30,MWPS,SS_0.6,0.67,0.18
0,0,27.0,HI,30,MWPS,SS_0.6,0.86,0.24
0,2,60.0,HI,40,MWPS,SS_0.6,12.24,5.38
0,1,34.0,HI,30,MWPS,SS_0.6,0.0,0.0
0,2,60.0,HI,40,MWPS,SS_0.6,8.98,3.95
0,1,34.0,HI,30,MWPS,SS_0.6,2.96,1.06
0,0,27.0,HI,30,MWPS,SS_0.6,2.76,0.75
0,0,27.0,HI,30,MWPS,SS_0.6,0.85,0.23
0,16,406.0,HI,110,MWPS,SS_0.8,7.48,14.71
0,2,60.0,HI,50,MWPS,SS_0.6,0.0,0.0
0,1,34.0,HI,30,MWPS,SS_0.6,0.0,0.0
0,16,406.0,HI,110,MWPS,SS_0.8,23.38,45.98
0,1,34.0,HI,30,MWPS,SS_0.6,0.0,0.0
0,2,60.0,E,30,MWPS,SS_0.6,0.99,0.37
0,24,610.0,E,50,MWPS,SS_0.8,1.5,3.35
0,2,60.0,E,30,MWPS,SS_0.6,0.0,0.0
0,2,60.0,E,30,MWPS,SS_0.6,0.56,0.21
0,2,60.0,E,30,MWPS,SS_0.6,0.91,0.34
0,0,27.0,E,30,MWPS,SS_0.6,0.15,0.04
0,0,27.0,E,30,MWPS,SS_0.6,0.15,0.04
0,2,60.0,P,50,MMG_GCS,-,6.68,3.36
0,2,60.0,P,50,MMG_GCS,-,3.52,1.77
0,2,60.0,P,50,MMG_GCS,-,12.43,6.25
0,2,60.0,P,50,MMG_GCS,-,4.77,2.4
0,2,60.0,P,50,MMG_GCS,-,1.86,0.94
0,4,114.0,HI,50,MWPS,SS_0.6,15.5,10.42
0,4,114.0,HI,50,MWPS,SS_0.6,6.02,4.04
0,4,114.0,HI,80,MWPS,SS_0.8,0.45,0.38
0,0,27.0,HI,40,MWPS,SS_0.6,1.88,0.63
0,0,27.0,HI,40,MWPS,SS_0.6,4.08,1.37
0,0,27.0,HI,40,MWPS,SS_0.6,1.43,0.48
0,1,34.0,HI,30,MWPS,SS_0.6,1.48,0.44
0,1,34.0,HI,30,MWPS,SS_0.6,1.26,0.37
0,0,27.0,HI,30,MWPS,SS_0.6,0.73,0.2
0,0,27.0,HI,30,MWPS,SS_0.6,3.07,0.84
0,1,34.0,HI,30,MWPS,SS_0.6,1.02,0.3
0,0,27.0,HI,30,MWPS,SS_0.6,0.22,0.06
0,0,27.0,HI,30,MWPS,SS_0.6,2.31,0.63
0,0,27.0,HI,30,MWPS,SS_0.6,1.3,0.36
0,1,34.0,HI,30,MWPS,SS_0.6,6.88,2.03
0,1,34.0,HI,30,MWPS,SS_0.6,1.79,0.53
0,0,27.0,HI,30,MWPS,SS_0.6,1.26,0.34
0,0,27.0,HI,30,MWPS,SS_0.6,3.12,0.85
0,1,34.0,HI,30,MWPS,SS_0.6,1.92,0.57
0,1,34.0,HI,30,MWPS,SS_0.6,4.3,1.27
0,1,34.0,HI,30,MWPS,SS_0.6,2.12,0.63
0,0,27.0,HI,30,MWPS,SS_0.6,0.5,0.14
0,2,60.0,HI,40,MWPS,SS_0.6,8.24,3.63
0,2,60.0,HI,40,MWPS,SS_0.6,5.31,2.34
0,1,34.0,HI,30,MWPS,SS_0.6,0.06,0.02
0,1,34.0,HI,30,MWPS,SS_0.6,1.85,0.54
0,0,27.0,HI,30,MWPS,SS_0.6,0.22,0.06
0,2,60.0,HI,40,MWPS,SS_0.6,8.98,3.95
0,2,60.0,HI,40,MWPS,SS_0.6,10.5,4.62
0,2,60.0,HI,40,MWPS,SS_0.6,0.17,0.07
0,1,34.0,HI,30,MWPS,SS_0.6,1.3,0.38
0,0,27.0,HI,30,MWPS,SS_0.6,0.22,0.06
0,0,27.0,HI,60,MWPS,SS_0.6,3.32,1.53
0,0,27.0,HI,60,MWPS,SS_0.6,2.04,0.94
0,32,813.0,HI,170,MWB,SS_0.8,24.5,88.74
0,32,813.0,HI,170,MWB,SS_0.8,10.79,39.1
0,32,813.0,HI,170,MWB,SS_0.8,17.12,62.01
0,1,34.0,HI,60,MWPS,SS_0.6,0.0,0.0
0,32,813.0,HI,170,MWB,SS_0.8,21.4,77.52
0,32,813.0,HI,170,MWB,SS_0.8,31.71,114.87
0,32,813.0,HI,170,MWB,SS_0.8,17.1,61.94
0,1,34.0,HI,60,MWPS,SS_0.6,0.0,0.0
0,32,813.0,HI,170,MWB,SS_0.8,8.65,31.35
0,32,813.0,HI,170,MWB,SS_0.8,11.49,41.63
0,16,406.0,HI,140,MWPS,SS_0.8,10.06,21.68
0,1,34.0,HI,60,MWPS,SS_0.6,0.0,0.0
0,16,406.0,HI,140,MWPS,SS_0.8,5.14,11.08
0,2,60.0,HI,70,MWPS,SS_0.6,0.0,0.0
0,0,27.0,HI,60,MWPS,SS_0.6,2.72,1.25
0,0,27.0,HI,60,MWPS,SS_0.6,2.6,1.2
0,2,60.0,HI,70,MWPS,SS_0.6,20.55,12.91
0,0,27.0,HI,60,MWPS,SS_0.6,1.35,0.62
0,2,60.0,HI,70,MWPS,SS_0.6,13.43,8.44
0,0,27.0,HI,60,MWPS,SS_0.6,2.48,1.15
0,0,27.0,HI,60,MWPS,SS_0.6,3.47,1.6
0,0,27.0,HI,60,MWPS,SS_0.6,12.91,5.96
0,0,27.0,HI,60,MWPS,SS_0.6,12.71,5.87
0,0,27.0,HI,60,MWPS,SS_0.6,0.9,0.42
0,0,27.0,HI,60,MWPS,SS_0.6,3.96,1.83
0,0,27.0,HI,60,MWPS,SS_0.6,1.18,0.54
0,0,27.0,HI,60,MWPS,SS_0.6,2.22,1.03
0,0,27.0,HI,60,MWPS,SS_0.6,2.17,1.0
0,0,27.0,HI,60,MWPS,SS_0.6,13.12,6.06
0,0,27.0,HI,60,MWPS,SS_0.6,4.34,2.0
0,32,813.0,HI,170,MWB,SS_0.8,20.76,75.21
0,32,813.0,HI,170,MWB,SS_0.8,18.65,67.55
0,4,114.0,HI,100,MWPS,SS_0.8,0.58,0.58
0,0,27.0,HI,60,MWPS,SS_0.6,1.69,0.78
0,32,813.0,HI,170,MWB,SS_0.8,24.55,88.92
0,1,34.0,HI,60,MWPS,SS_0.6,0.0,0.0
0,32,813.0,HI,170,MWB,SS_0.8,27.21,98.56
0,32,813.0,HI,170,MWB,SS_0.8,6.21,22.49
0,1,34.0,HI,60,MWPS,SS_0.6,0.0,0.0
0,32,813.0,HI,170,MWB,SS_0.8,5.3,19.2
0,12,324.0,HI,140,MWPS,SS_0.8,0.5,0.95
0,4,114.0,HI,100,MWPS,SS_0.8,0.59,0.58
0,1,48.0,HI,70,MWPS,SS_0.6,0.19,0.1
0,0,27.0,HI,60,MWPS,SS_0.6,2.48,1.14
0,4,114.0,HI,100,MWPS,SS_0.8,0.42,0.42
0,0,27.0,HI,60,MWPS,SS_0.6,3.28,1.51
0,0,27.0,HI,60,MWPS,SS_0.6,1.95,0.9
0,0,27.0,HI,60,MWPS,SS_0.6,3.52,1.62
0,0,27.0,HI,60,MWPS,SS_0.6,2.09,0.96
0,0,27.0,HI,60,MWPS,SS_0.6,3.96,1.83
0,0,27.0,HI,60,MWPS,SS_0.6,2.23,1.03
0,0,27.0,HI,60,MWPS,SS_0.6,22.34,10.32
0,0,27.0,HI,60,MWPS,SS_0.6,9.92,4.58
0,0,27.0,HI,60,MWPS,SS_0.6,10.8,4.99
0,0,27.0,HI,60,MWPS,SS_0.6,9.98,4.61
0,0,27.0,HI,60,MWPS,SS_0.6,2.09,0.96
0,0,27.0,HI,60,MWPS,SS_0.6,20.68,9.55
0,0,27.0,HI,60,MWPS,SS_0.6,4.74,2.19
0,0,27.0,HI,60,MWPS,SS_0.6,3.37,1.56
0,4,114.0,HI,100,MWPS,SS_0.8,0.59,0.58
0,0,27.0,HI,60,MWPS,SS_0.6,1.03,0.48
0,0,27.0,HI,60,MWPS,SS_0.6,21.1,9.74
0,0,27.0,HI,60,MWPS,SS_0.6,17.68,8.16
0,0,27.0,HI,60,MWPS,SS_0.6,3.56,1.64
0,12,324.0,P,70,MWPS,SS_0.8,7.39,10.77
0,16,406.0,HI,140,MWPS,SS_0.8,18.59,40.06
0,16,406.0,HI,140,MWPS,SS_0.8,7.73,16.65
0,4,114.0,HI,100,MWPS,SS_0.8,0.37,0.36
0,0,27.0,HI,60,MWPS,SS_0.6,1.9,0.88
0,16,406.0,HI,140,MWPS,SS_0.8,10.55,22.73
0,16,406.0,HI,140,MWPS,SS_0.8,29.15,62.82
0,1,34.0,HI,60,MWPS,SS_0.6,0.0,0.0
0,0,27.0,HI,60,MWPS,SS_0.6,3.4,1.57
0,0,27.0,HI,60,MWPS,SS_0.6,15.97,7.38
0,4,114.0,HI,100,MWPS,SS_0.8,0.59,0.58
0,0,27.0,HI,60,MWPS,SS_0.6,1.03,0.48
0,16,406.0,HI,140,MWPS,SS_0.8,6.06,13.06
0,16,406.0,HI,140,MWPS,SS_0.8,12.35,26.61
0,16,406.0,HI,140,MWPS,SS_0.8,2.29,4.93
0,4,114.0,HI,100,MWPS,SS_0.8,0.34,0.34
0,0,27.0,HI,60,MWPS,SS_0.6,1.92,0.89
0,16,406.0,HI,140,MWPS,SS_0.8,3.64,7.85
0,16,406.0,HI,140,MWPS,SS_0.8,2.08,4.48
